"","is_internal","is_external","x1","x2","x3","p_h","p_h_a","a_logical","a","epsilon","treatment_effect","y","user_id","ones"
"1",TRUE,FALSE,1.61424200270245,-0.526790190929878,0.243469195863511,0.351802850644739,0.648197149355261,FALSE,0,2.67491894887353,5.80885457819452,11.1847261071858,1,1
"2",TRUE,FALSE,0.903549364257186,-0.282582923979987,-1.52594297555377,0.386488148619635,0.613511851380365,FALSE,0,1.17098140681739,3.65484750045433,5.93980708069647,2,1
"3",TRUE,FALSE,-0.276791816861074,4.87012093888067,-5.77258520421334,0.501574577610415,0.498425422389585,FALSE,0,0.00999491315714016,-14.1639464503641,-71.4649165024288,3,1
"4",TRUE,FALSE,-0.261133075733151,0.537203115049351,-2.90970824174254,0.426475738863708,0.573524261136292,FALSE,0,-0.276309203725492,-1.13387549661436,-6.4420570341216,4,1
"5",TRUE,FALSE,2.25241609613426,-2.61625658102483,3.61629357970535,0.287391636503415,0.287391636503415,TRUE,1,-0.944333192242075,13.353601935343,48.6703949460711,5,1
"6",TRUE,FALSE,0.246173588107873,4.92579051406511,-4.97381981676193,0.483479571970145,0.483479571970145,TRUE,1,0.108116111560467,-13.2850243659796,-59.7221601031202,6,1
"7",TRUE,FALSE,0.491446136768305,2.79432543468633,-2.58193033700575,0.429025859817425,0.429025859817425,TRUE,1,-0.0291878170987794,-6.40008403052239,-10.3911054871989,7,1
"8",TRUE,FALSE,0.256337387032946,-3.53528402814113,1.67449404114209,0.327537227506856,0.672462772493144,FALSE,0,-0.820373233778787,12.1185268584893,6.9297055730886,8,1
"9",TRUE,FALSE,-0.189801453701139,-1.27215366474618,1.43039096854482,0.351033828414311,0.351033828414311,TRUE,1,3.38275994318228,4.43685808683626,12.2484726524844,9,1
"10",TRUE,FALSE,-1.09004246667261,5.02654989050994,-4.78581612289664,0.498111905830247,0.498111905830247,TRUE,1,0.505236000122866,-16.259734604875,-49.5616561107181,10,1
"11",TRUE,FALSE,-0.454927091915129,4.56855217552735,-4.63323587890786,0.484454280289442,0.484454280289442,TRUE,1,0.553050211117151,-13.6155107104123,-46.6392150949263,11,1
"12",TRUE,FALSE,-0.36982073341865,1.64792038884975,0.0341182660174524,0.393143314323397,0.606856685676603,FALSE,0,0.801775152300911,-4.68340263338655,4.9763022619235,12,1
"13",TRUE,FALSE,-1.36129744255654,2.02762333341687,-2.29052576585313,0.441845660399939,0.441845660399939,TRUE,1,-2.20728254623595,-7.80546488536369,-9.40194959147972,13,1
"14",TRUE,FALSE,-0.866696176906158,-1.66113199783159,-1.30474066307073,0.394552722504808,0.394552722504808,TRUE,1,0.538661078251974,4.25000363968245,4.00727806974982,14,1
"15",TRUE,FALSE,-0.714591065948671,2.14345011503504,-3.08327826895743,0.446463449782054,0.553536550217946,FALSE,0,-2.65297217576798,-6.85953247700247,-9.50922215384434,15,1
"16",TRUE,FALSE,0.625167790297016,-1.18996778719414,-0.150965136612536,0.364033610592421,0.635966389407579,FALSE,0,-0.43204275335539,5.82023894217645,5.93281089858972,16,1
"17",TRUE,FALSE,-0.381604005348732,-2.84699230547687,1.28712877354631,0.344442851209018,0.655557148790982,FALSE,0,1.95706736712903,8.77776890573316,4.41717859860429,17,1
"18",TRUE,FALSE,0.848092430495252,1.64732683285047,-0.95185308780379,0.392724638346686,0.392724638346686,TRUE,1,-1.7749277414233,-2.24579563756089,-0.765127455554065,18,1
"19",TRUE,FALSE,-0.534580908323312,6.19085305708926,-7.02108552925785,0.53338021779679,0.53338021779679,TRUE,1,0.412636446639048,-18.6417209879144,-148.777546088468,19,1
"20",TRUE,FALSE,-0.609472177161398,4.82223108273925,-4.68246911001092,0.489023935602207,0.489023935602207,TRUE,1,-0.704385698919052,-14.6856376025406,-49.2666665067365,20,1
